date,day_close_rate,code,name,voucher_usage_rate,utilization_usage_rate,voucher_utilization_ratio,after_market_p,score,trust_cost,trust_ratio,trust_bs,self_cost,self_ratio,self_bs,foreign_cost,foreign_ratio,foreign_bs,external_disk,inner_disk,tail_volume,volume,close,low,high,open
20000104,,2101,南港,0.53,8.51,6.2,,,,,,,,,,0.55,,,,,1077.0,43.7,43.0,45.5,45.5
20000105,,2101,南港,0.33,8.43,3.91,,,,,,,,,,0.55,,,,,1486.0,46.7,43.7,46.7,43.7
20000106,,2101,南港,0.33,8.29,3.96,,,,,,,,,,0.55,,,,,1631.0,48.2,47.4,49.8,47.4
20000107,,2101,南港,0.32,8.46,3.83,,,,,,,,,,0.55,,,,,1242.0,49.6,47.7,49.7,49.7
20000110,,2101,南港,0.3,9.21,3.28,,,,,,,,,,0.55,,,,,2066.0,50.0,50.0,52.0,52.0
20000111,,2101,南港,0.29,9.13,3.17,,,,,,,,,,0.55,,,,,910.0,48.4,48.0,51.0,51.0
20000112,,2101,南港,0.29,9.03,3.18,,,,,,,,,,0.55,,,,,802.0,47.1,46.5,49.2,49.2
20000113,,2101,南港,0.33,8.97,3.62,,,,,,,,,,0.55,,,,,1844.0,49.0,47.1,49.8,47.1
20000114,,2101,南港,0.35,9.38,3.7,,,,,,,,,,0.55,,,,,921.0,48.1,48.1,51.0,51.0
20000115,,2101,南港,0.3,9.08,3.31,,,,,,,,,,0.55,,,,,815.0,48.8,48.0,49.4,48.3
20000117,,2101,南港,0.35,9.64,3.76,,,,,,,,,,0.55,,,,,2397.0,52.0,48.9,52.0,49.4
20000118,,2101,南港,0.4,10.43,3.77,,,,,,,,,,0.55,,,,,2579.0,55.0,53.5,55.0,54.5
20000119,,2101,南港,0.36,10.58,3.56,,,,,,,,,,0.55,,,,,1498.0,53.5,53.0,55.0,55.0
20000120,,2101,南港,0.35,10.37,3.42,,,,,,,,,,0.55,,,,,1759.0,54.0,51.0,54.5,53.0
20000121,,2101,南港,0.35,10.12,3.47,,,,,,,,,,0.55,,,,,754.0,52.5,52.5,54.5,54.5
20000124,,2101,南港,0.36,10.38,3.46,,,,,,,,,,0.55,,,,,2400.0,54.0,52.5,55.0,53.5
20000125,,2101,南港,0.35,10.87,3.24,,,,,,,,,,0.55,,,,,1764.0,54.5,54.0,56.0,55.0
20000126,,2101,南港,0.36,10.64,3.36,,,,,,,,,,0.55,,,,,1174.0,54.0,54.0,56.0,55.0
20000127,,2101,南港,0.36,11.07,3.26,,,,,,,,,,0.55,,,,,1755.0,55.0,54.0,56.0,55.0
20000128,,2101,南港,0.34,11.02,3.01,,,,,,,,,,0.55,,,,,1917.0,58.5,56.0,58.5,56.0
20000129,,2101,南港,0.36,11.88,3.14,,,,,,,,,,0.55,,,,,2637.0,57.0,57.0,62.0,60.0
20000131,,2101,南港,0.35,11.73,2.98,,,,,,,,,,0.55,,,,,1153.0,55.5,55.5,57.0,57.0
20000201,,2101,南港,0.36,11.36,3.13,,,,,,,,,,0.55,,,,,1612.0,57.0,55.5,58.0,56.0
20000209,,2101,南港,0.35,10.82,3.26,,,,,,,,,,0.55,,,,,1965.0,60.5,57.0,60.5,59.0
20000210,,2101,南港,0.36,11.03,3.23,,,,,,,,,,0.55,,,,,1554.0,60.5,60.0,63.0,61.5
20000211,,2101,南港,0.35,10.69,3.25,,,,,,,,,,0.55,,,,,1393.0,62.5,60.5,62.5,61.5
20000214,,2101,南港,0.33,10.73,2.91,,,,,,,,,,0.55,,,,,1265.0,61.0,61.0,64.5,63.0
20000215,,2101,南港,0.31,10.54,2.94,,,,,,,,,,0.55,,,,,1224.0,60.0,60.0,62.5,61.0
20000216,,2101,南港,0.33,10.96,3.01,,,,,,,,,,0.55,,,,,1130.0,64.0,63.0,64.0,63.0
20000217,,2101,南港,0.37,10.89,3.41,,,,,,,,,,0.55,,,,,1411.0,68.0,66.0,68.0,68.0
20000218,,2101,南港,0.52,11.03,4.69,,,,,,,,,,0.55,,,,,4239.0,72.5,70.0,72.5,72.5
20000219,,2101,南港,0.56,10.93,5.11,,,,,,,,,,0.55,,,,,3058.0,77.5,72.0,77.5,73.0
20000221,,2101,南港,0.55,10.53,5.19,,,,,,,,,,0.55,,,,,2760.0,79.0,77.5,82.0,81.0
20000222,,2101,南港,0.41,10.44,3.98,,,,,,,,,,0.55,,,,,1603.0,73.5,73.5,77.5,73.5
20000223,,2101,南港,0.38,10.5,3.63,,,,,,,,,,0.55,,,,,1491.0,69.0,69.0,76.0,71.5
20000224,,2101,南港,0.46,9.88,4.63,,,,,,,,,,0.55,,,,,1242.0,70.5,68.5,71.5,71.0
20000225,,2101,南港,0.36,9.6,3.7,,,,,,,,,,0.55,,,,,1075.0,66.5,66.0,72.0,72.0
20000229,,2101,南港,0.38,9.53,4.09,,,,,,,,,,0.55,,,,,612.0,67.0,65.5,69.0,69.0
20000301,,2101,南港,0.38,9.5,4.11,,,,,,,,,,0.55,,,,,436.0,69.5,68.0,70.0,68.0
20000302,,2101,南港,0.37,9.44,3.92,,,,,,,,,,0.55,,,,,1900.0,69.5,67.0,71.5,69.5
20000303,,2101,南港,0.37,9.43,3.96,,,,,,,,,,0.55,,,,,2083.0,70.0,69.5,72.0,69.5
20000304,,2101,南港,0.35,9.32,3.8,,,,,,,,,,0.55,,,,,511.0,68.0,68.0,72.0,72.0
20000306,,2101,南港,0.34,9.06,3.77,,,,,,,,,,0.55,,,,,465.0,68.0,66.0,69.0,68.0
20000307,,2101,南港,0.34,8.97,3.83,,,,,,,,,,0.55,,,,,679.0,68.0,65.0,68.0,66.0
20000308,,2101,南港,0.37,8.84,4.15,,,,,,,,,,0.64,,,,,917.0,70.0,67.0,71.0,67.5
20000309,,2101,南港,0.3,8.89,3.33,,,,,,,,,,0.64,,,,,588.0,71.0,70.0,73.0,72.5
20000310,,2101,南港,0.27,8.82,3.02,,,,,,,,,,0.64,,,,,415.0,68.0,68.0,71.0,71.0
20000313,,2101,南港,0.25,8.54,2.87,,,,,,,,,,0.64,,,,,589.0,63.5,63.5,67.0,67.0
20000314,,2101,南港,0.23,8.52,2.73,,,,,,,,,,0.64,,,,,435.0,62.5,59.5,63.5,60.0
20000315,,2101,南港,0.23,8.41,2.7,,,,,,,,,,0.64,,,,,265.0,59.0,59.0,62.5,60.0
