date,day_close_rate,code,name,voucher_usage_rate,utilization_usage_rate,voucher_utilization_ratio,after_market_p,score,trust_cost,trust_ratio,trust_bs,self_cost,self_ratio,self_bs,foreign_cost,foreign_ratio,foreign_bs,external_disk,inner_disk,tail_volume,volume,close,low,high,open
20000104,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000105,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000106,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000107,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000110,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000111,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000112,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000113,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000114,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000115,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000117,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000118,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000119,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000120,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000121,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000124,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000125,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000126,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000127,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000128,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000129,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000131,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000201,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000209,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000210,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000211,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000214,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000215,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000216,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000217,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000218,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000219,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000221,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000222,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000223,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000224,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000225,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000229,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000301,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000302,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000303,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000304,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000306,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000307,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000308,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
20000309,,1477,聚陽,,,,,,,,,,,,,,,,,,,,,,
