date,day_close_rate,code,name,voucher_usage_rate,utilization_usage_rate,voucher_utilization_ratio,after_market_p,score,trust_cost,trust_ratio,trust_bs,self_cost,self_ratio,self_bs,foreign_cost,foreign_ratio,foreign_bs,external_disk,inner_disk,tail_volume,volume,close,low,high,open
20000104,,2308,台達電,2.93,55.15,5.31,,,,,,,,,,3.66,,,,,22001.0,140.5,138.0,144.0,138.0
20000105,,2308,台達電,2.81,55.2,5.1,,,,,,,,,,3.62,,,,,14642.0,137.5,136.5,141.0,138.0
20000106,,2308,台達電,3.03,54.85,5.53,,,,,,,,,,3.6,,,,,36914.0,146.0,139.0,146.0,139.0
20000107,,2308,台達電,2.94,56.33,5.21,,,,,,,,,,3.59,,,,,18682.0,142.0,140.0,145.0,145.0
20000110,,2308,台達電,3.19,57.44,5.58,,,,,,,,,,3.58,,,,,29671.0,151.0,142.5,151.0,143.5
20000111,,2308,台達電,3.73,58.75,6.35,,,,,,,,,,3.69,,,,,65671.0,154.0,153.0,161.0,161.0
20000112,,2308,台達電,3.92,59.62,6.52,,,,,,,,,,3.77,,,,,40681.0,164.0,154.0,164.0,156.0
20000113,,2308,台達電,3.72,57.59,6.45,,,,,,,,,,4.02,,,,,29712.0,158.0,156.0,164.0,164.0
20000114,,2308,台達電,3.71,57.21,6.48,,,,,,,,,,4.04,,,,,23385.0,157.0,154.0,162.0,160.0
20000115,,2308,台達電,4.04,58.47,6.91,,,,,,,,,,4.03,,,,,34891.0,167.0,158.0,167.0,161.0
20000117,,2308,台達電,4.03,58.48,6.91,,,,,,,,,,4.17,,,,,28330.0,165.0,164.0,169.0,168.0
20000118,,2308,台達電,4.11,58.91,7.0,,,,,,,,,,4.15,,,,,30312.0,166.0,164.0,170.0,167.0
20000119,,2308,台達電,3.75,58.31,6.43,,,,,,,,,,4.15,,,,,25281.0,158.0,157.0,165.0,164.0
20000120,,2308,台達電,3.66,59.14,6.19,,,,,,,,,,4.17,,,,,12562.0,157.0,154.0,159.0,156.0
20000121,,2308,台達電,3.73,59.36,6.28,,,,,,,,,,4.31,,,,,16201.0,157.0,157.0,162.0,158.0
20000124,,2308,台達電,3.72,58.84,6.32,,,,,,,,,,4.41,,,,,10178.0,156.0,156.0,160.0,160.0
20000125,,2308,台達電,3.65,59.28,6.15,,,,,,,,,,4.41,,,,,9956.0,153.0,153.0,156.0,155.0
20000126,,2308,台達電,3.84,58.98,6.52,,,,,,,,,,4.43,,,,,9793.0,156.0,154.0,158.0,155.0
20000127,,2308,台達電,3.79,59.05,6.42,,,,,,,,,,4.43,,,,,9492.0,154.0,154.0,158.0,157.0
20000128,,2308,台達電,3.9,59.37,6.58,,,,,,,,,,4.43,,,,,16545.0,156.0,153.0,160.0,153.0
20000129,,2308,台達電,3.89,58.57,6.65,,,,,,,,,,4.44,,,,,9009.0,159.0,154.0,159.0,154.0
20000131,,2308,台達電,1.72,59.19,2.91,,,,,,,,,,4.35,,,,,15193.0,159.0,159.0,162.0,160.0
20000201,,2308,台達電,0.95,57.72,1.66,,,,,,,,,,4.33,,,,,10709.0,159.0,157.0,161.0,161.0
20000209,,2308,台達電,0.76,57.65,1.33,,,,,,,,,,4.35,,,,,19207.0,161.0,160.0,164.0,163.0
20000210,,2308,台達電,0.76,58.1,1.31,,,,,,,,,,4.2,,,,,10482.0,159.0,158.0,164.0,161.0
